0,79.5791149139,432.647092
1,66.9469833374,415.777015
2,78.9449214935,418.224069
3,74.8791694641,457.140461
4,74.6080875397,420.030131
5,70.9309577942,737.653935
6,66.7400360107,397.911944
7,50.6248474121,518.901564
8,66.6301250458,417.933687
9,54.6419620514,396.540017
10,70.760011673,735.468049
11,90.7878875732,457.563426
12,78.6790847778,417.01602
13,74.8851299286,417.137276
14,78.7489414215,417.809787
15,54.7461509705,380.412713
16,82.9510688782,415.951782
17,74.9509334564,737.319327
18,58.5989952087,437.320358
19,74.80096817020001,416.802043
20,59.0469837189,399.746468
21,50.8279800415,397.957759
22,58.6240291595,438.499318
23,71.0499286652,415.951218
24,50.8399009705,399.703426
25,74.7489929199,415.979541
26,74.73206520080001,417.12223
27,82.6377868652,418.196721
28,62.69001960749999,440.012695
29,70.6748962402,414.470037
30,74.7380256653,417.118675
31,62.7279281616,401.988046
32,54.7480583191,397.220244
33,54.816961288499996,397.54959
34,58.5920810699,398.818138
35,74.5830535889,415.977248
36,58.6810112,635.560872
37,66.7848587036,402.221358
38,58.632135391199995,397.571385
39,50.8861541748,397.944973
40,90.7199382782,435.314291
41,58.5751533508,415.802479
42,82.58199691770001,658.291565
43,78.66001129150001,419.463556
44,50.6718158722,379.413493
45,62.595129013100006,399.417009
46,66.61200523379999,396.852218
47,70.6479549408,415.865897
48,70.8959102631,738.934928
49,66.8549537659,495.297874
50,50.7509708405,401.590436
51,90.9152030945,754.958601
52,54.8942089081,718.833439
53,54.743051528900004,398.788908
54,66.9040679932,418.098528
55,70.6450939178,417.647766
56,58.771848678599994,399.676687
57,74.914932251,415.956643
58,74.6419429779,416.681602
59,50.6939888,401.081332
60,75.88481903079999,417.524481
61,50.5640506744,397.911504
62,68.1850910187,738.626766
63,77.18682289120001,417.321323
64,54.9099445343,719.615505
65,71.2199211121,416.309178
66,95.04604339599999,434.711556
67,70.9438323975,418.411824
68,79.8830986023,417.982062
69,78.62806320189999,416.296831
70,66.7889118195,399.751139
71,70.82891464229999,416.544929
72,78.6819458008,419.172438
73,66.70093536380001,417.706535
74,78.9389610291,449.441448
75,50.8899688721,388.811895
76,58.8521957397,398.035427
77,79.0791511536,793.39409
78,87.103843689,759.697124
79,66.85686111449999,397.518412
80,66.86711311340001,400.632924
81,66.8768882751,735.406015
82,56.652069091799994,399.847578
83,98.9289283752,755.210325
84,66.8408870697,398.883493
85,55.0098419189,398.542923
86,74.9831199646,736.598754
87,79.2059898376,415.411728
88,50.8539676666,380.965858
89,50.6191253662,394.34626
90,74.88012313840001,417.948492
91,82.8540325165,416.675596
92,67.1198368073,416.834229
93,54.90899086,401.266019
94,58.8901042938,397.219422
95,74.8929977417,414.645667
96,78.9039134979,420.409005
97,74.71418380739999,415.896713
98,58.8071346283,402.199918
99,70.6059932709,414.763395
Total,46353.34851
